"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"gated_delta_net_q8",16704,173213977,10369.610692,1.25,8299,17600,1952.915850
"gemm_qkvza_hfq4g256_fp16",2592,167468440,64609.737654,1.21,58574,86957,7043.364372
"gemv_hfq4g256_wide",1740,165885761,95336.644253,1.20,4410,435471,151645.928405
"convert_f32_to_f16",28730,139807874,4866.267804,1.01,1403,11667,548.944434
"attention_q8_0_kv",3950,116564514,29510.003544,0.8437,12669,73126,9572.067917
"mq_rotate_x",24128,114834193,4759.374710,0.8312,2005,8460,353.942139
"fused_silu_mul_mq_rotate",22272,105817820,4751.159303,0.7659,2846,34799,338.035143
"fused_qkv_hfq4g256_wave64",3776,97089876,25712.361229,0.7028,24576,28224,416.780977
"attention_q8_0_kv_batched",1792,92063729,51374.848772,0.6664,37405,91208,6487.211593
"fused_qk_l2_norm_scale_f32",16704,87223459,5221.710908,0.6313,4410,8739,216.130401
"conv1d_silu_split_f32",16704,82260826,4924.618415,0.5954,2486,7898,282.435669
"gated_norm_f32",16704,79816605,4778.292924,0.5777,3568,9381,269.711660
"fused_sigmoid_alpha_gate_f32",16704,77224508,4623.114703,0.5590,2005,11105,265.647450
"rmsnorm_f32",12586,70156296,5574.153504,0.5078,2927,18241,2770.438046
"gemm_hfq4g256_wave64",58,54317334,936505.758621,0.3932,831090,946913,21583.504403
"repeat_interleave_qk_f32",11328,54262647,4790.134799,0.3928,1483,11386,232.496985
"hfq4g256_dequantize_to_f16",497,50468852,101546.985915,0.3653,3809,2452257,125584.639644
"gemm_qkv_hfq4g256_fp16",864,50416209,58352.093750,0.3649,53802,77937,6368.846395
"__amd_rocclr_copyBuffer",18733,44716011,2387.018150,0.3237,641,61821,1315.667744
"rope_partial_halfsplit_f32",3950,41714630,10560.665823,0.3019,9180,12949,268.598181
"argmax_f32_batched",116,38212545,329418.491379,0.2766,296515,367155,28093.150085
"kv_cache_write_q8_0",7900,37484034,4744.814430,0.2713,1684,9822,239.221510
"sigmoid_mul_f32",5742,30736922,5352.999303,0.2225,1964,34719,1416.313616
"repeat_interleave_qk_f32_batched",5376,24365717,4532.313430,0.1764,3768,6495,383.243205
"rope_partial_halfsplit_batched_f32",1792,18802961,10492.723772,0.1361,8540,14352,430.920694
"deinterleave_f32",3950,18645836,4720.464810,0.1350,1924,9101,221.044649
"kv_cache_write_q8_0_batched",3584,15845229,4421.101842,0.1147,1644,7537,452.658954
"deinterleave_f32_batched",1792,8110524,4525.962054,0.0587,3488,6495,352.746143
"embedding_q8",294,3082289,10483.976190,0.0223,8580,13430,703.904636
"add_inplace_f32",348,1666584,4789.034483,0.0121,3408,6375,477.096990
"embedding_q8_batched",112,1223621,10925.187500,8.857e-03,9181,18361,1328.856031
"silu_mul_f32",174,870620,5003.563218,6.302e-03,3287,6134,441.848330
"__amd_rocclr_fillBufferAligned",274,536693,1958.733577,3.885e-03,602,7537,961.098989
